0 3
30 3
60 3
90 3
120 3
150 3
180 3
210 3
240 3
270 3
300 3
330 3
360 5
390 5
420 3
450 3
480 5
510 3
540 3
570 3
600 3
630 3
660 3
690 3
720 3
750 3
780 3
810 3
840 3
870 3
900 3
930 3
960 3
990 3
1020 3
1050 3
1080 3
1110 3
1140 3
1170 3
1200 3
1230 3
1260 3
1290 3
1320 3
1350 3
1380 3
1410 3
1440 3
1470 3
1500 3
1530 5
1560 3
1590 3
1620 3
1650 3
1680 3
1710 3
1740 3
1770 3
1800 3
1830 3
1860 3
1890 3
1920 3
1950 3
1980 3
2010 3
2040 3
2070 5
2100 5
2130 3
2160 3
2190 3
2220 3
2250 3
2280 3
2310 3
2340 3
2370 3
2400 3
2430 3
2460 3
2490 3
2520 3
2550 3
2580 3
2610 3
2640 3
2670 3
2700 3
2730 3
2760 3
2790 3
2820 3
2850 3
2880 0
2910 0
2940 5
2970 5
3000 3
3030 3
3060 3
3090 3
3120 3
3150 3
